word,ipa,swahili_gloss,swahili_pos,english_gloss,english_pos,line_no
obonamereri,o ꞵ ona:me ɾ e ɾ i,udoeaji,nmn,gate crashing / frequenting someone’s place during meal time,n,3002
obonang’i,o ꞵ onaŋgi,hali ya kukomba,nmn,scraping out,n,3003
obonche,o ꞵ on ʧ e,ubinafsi,nmn,selfishness,n,3004
obonchore,o ꞵ o:n ʧ o ɾ e,unyogovu,nmn,overcooked stuff,n,3005
obonchoreria,o ꞵ on ʧ o ɾ e ɾ ia,biashara,nmn,trade,n,3006
oboneni,o ꞵ oneni,ridhaa,nmn,compensation for death,n,3007
obong’achi,o ꞵ oŋga ʧ i,ert mazingizio,nmn,false accusation,n,3008
obongo,ɔꞵɔ ŋ ɔ,kenge,nmn,monitor lizard,n,3009
obongo,ɔꞵɔ ŋ ɔ,ubongo,nmn,brain,n,3010
obong’ondo,ɔꞵɔ ŋg ɔ nd ɔ,unenepaji wa shingo,nmn,fat deposits on the neck,n,3011
obonianke,o ꞵ onianke,theluji,nmn,snow,n,3012
obooneri,ɔꞵɔ ŋ ɛɾ i,uonevu,nmn,discrimination,n,3013
obontacho,o ꞵ onta ʧɔ,vijiteke,nmn,kicks of a child,n,3014
obonyansi,o ꞵ o ɲ ansi,,,,,3015
obonyika,o ꞵ o ɲ ika,utakatifu,nmn,"holiness, saintly",n,3016
obonyinyeru,o ꞵ o ɲ i ɲ e ɾ u,,,,,3017
unyanyapaa,,,,,,3017
obonyiu,o ꞵ o ɲ iu,hali ya kitu au mahali kuwa majimaji,nmn,"watery, wetness",n,3018
oborabu,o ꞵ o ɾ a ꞵ u,uangavu,nmn,light,n,3019
oboragira,o ꞵ o ɾ a ɣ i ɾ a,,,,,3020
oboragira,o ꞵ o ɾaɣiɾ a,,,,,3021
oborembo,o ꞵ o: ɾ embo,ulimbo,nmn,"birdlime, glue",n,3022
oboremerua,ɔꞵɔɾɛ ma,,,,,3023
ukosefu,,,,,,3023
oboremi,o ꞵ o ɾ emi,ukulima,nmn,Farming,n,3024
oboremu,ɔꞵɔɾɛ mu,upungufu,nmn,shortage,n,3025
oborengi,ɔꞵɔɾɛ ŋi,,,,,3026
oboremereria,ɔꞵɔɾɛ m ɛɾɛɾ ia,,,,,3027
hali,,,,,,3027
sufferance,,,,,,3027
oborianania,o ꞵ o ɾ ianania,,,,,3028
ubazazi,,,,,,3028
oboriekeri,o ꞵ o ɾi eke ɾ i,ɾ i /. ert. kufungia kama vile mahabusu,nmn,imprisonment,n,3029
oboriri,o ꞵ o ɾ i ɾ i,,,,,3030
ujinga,,,,,,3030
stupidity,,,,,,3030
oborogochi,ɔꞵɔɾɔɣɔʧ i,ukombo,nmn,crookedness,n,3031
obororo,ɔꞵɔɾɔɾɔ,utitiri,nmn,chicken lice,n,3032
obororo,o ꞵ o ɾ o ɾ o.,uchungu,nmn,bitterness,n,3033
oborosia,ɔꞵɔɾɔ sia,ukarabati,nmn,repair,n,3034
oborototi,oꞵ o ɾ ototi,uagizaji,nmn,inspection,n,3035
oboroye,ɔꞵɔɾɔ j ɛ,uhazi,nmn,castration,n,3036
oboroye,o ꞵ o ɾ oje,,,,,3037
usiri,,,,,,3037
oboruoti,o ꞵ o ɾ uoti,,,,,3038
ufalme,,,,,,3038
leadership,,,,,,3038
oboruaire,o ꞵ o ɾ wai ɾ e,ugonjwa,nmn,disease,n,3039
endwari,,,,,,3039
oborwaire,,homa ya matumbo,nmn,typhoid,n,3039
oborwaire,,uvimbe wa wengu,nmn,splenic abscess,n,3039
oborwaire,,ugonjwa wa mishipa ya ubongo,nmn,stroke,n,3039
oborwaire,,pepopunda,nmn,tetanus,n,3039
oborwaire,,tezi la kooni,nmn,tonsilitis,n,3039
oborwaire,,utapia mlo,nmn,kwashiokor,n,3039
oborwaire,,ugonjwa wa moyo,nmn,heart failure,n,3039
oborwaire,,kisukari,nmn,diabetes,n,3039
oborwaire,,malale,nmn,trypanosomiasis,n,3039
oborwaire,,jipu,nmn,nettle rash,n,3039
obosae,o ꞵ osae,ujana,nmn,youth,n,3040
obosacha,o ꞵ osa ʧ a,uume,nmn,manhood,n,3041
obosache,o ꞵ osa ʧ e,hali ya kutatizika na kuvumilia shida,nmn,being troubled,n,3042
obosagani,o ꞵ osa ɣ ani,ushambulizi,nmn,attack,n,3043
obosani,o ꞵ osani,urafiki,nmn,friendship,n,3044
obosaria,o ꞵ osa ɾ ia,uhalifu,nmn,crime,n,3045
obosegere,o ꞵ ose ɣ e ɾ e,ulimbwende,nmn,showy women dance,n,3046
obosera,o ꞵ ose ɾ a,uchachu,nmn,fermented gruel mixed with cinum suave,n,3047
obosi,o ꞵ osi,unga,nmn,flour,n,3048
obosigerania,o ꞵ osi ɣ e ɾ ania,,,,,3049
provocation,,,,,,3049
obosigeri,o ꞵ osi ɣ e ɾ i,hali ya kuchachisha au kuudhi,nmn,provocation,n,3050
obosio,o ꞵ osio,uso,nmn,face,n,3051
obosiru,o ꞵ osi ɾ u,uangamizo,nmn,collapse of,n,3052
obosisa,o ꞵ osisa,upele,nmn,scabies,n,3053
obosongo,o ꞵ osoŋo,sumu,nmn,poison,n,3054
obosumberi,o ꞵ osumberi,hali ya kuhitaji,nmn,pester for help,n,3055
obotambe,o ꞵ otambe,,,,,3056
urefu,,,,,,3056
obotanda,o ꞵ otambe,vijitanda,nmn,small beds,n,3057
obotandori,o ꞵ otando ɾ i,upasuaji,nmn,split firewood,n,3058
obotatererei,o ꞵ otate ɾ e ɾ ei,manuku,nmn,imitation,n,3059
obotaba,o ꞵ ota ꞵ a,,,,,3060
kigugumizi,,,,,,3060
obotabagu,o ꞵ ota ꞵ a ɣ u,unyogovu,nmn,being worn out by work,n,3061
obotabibu,o ꞵ ota ꞵ i ꞵ u,,,,,3062
little(ness),,,,,,3062
obotaburia,o ꞵ ota ꞵ u ɾ ia,,,,,3063
grabbing,,,,,,3063
obotacho,o ꞵ ota ʧɔ,sakafu,nmn,floor,n,3064
obotage,o ꞵ ota ɣ e,dhuluma na uchawi,nmn,oppression,n,3065
obotaka,o ꞵ otaka,,,,,3066
ufukara,,,,,,3066
obotangi,o ꞵ otaŋi,uzuio,nmn,impediment,n,3067
obotantare,o ꞵ otanta ɾ e,"uchaga, kilili, mimbari",nmn,rack,n,3068
obotenenku,o ꞵ otenenku,,,,,3069
wealth,,,,,,3069
obotoereru,ɔꞵɔ t ɔɛɾɛɾ u,,,,,3070
utulivu,,,,,,3070
calmness,,,,,,3070
obotongore,ɔꞵɔ t ɔ ŋ ɔɾɛ,mlimbuko,kv,first fruits,adj,3071
obotonu,ɔꞵɔ t ɔ nu,,,,,3072
ashiki,,,,,,3072
obotoru,ɔꞵɔ t ɔɾ u,umande,nmn,dew,n,3073
oboturi,o ꞵ otu ɾ i,ufuaji chuma,nmn,iron of steel,n,3074
oboturubanu,o ꞵ otu ɾ u ꞵ anu,vurugo,nmn,v confusion,n,3075
uvurugaji,,wa kitu km maji,nmn,stiring of water,n,3075
obotusereri,o ꞵ otuse ɾ e ɾ i,,,,,3076
obotuaneti,o ꞵ otwaneti,,,,,3077
yasiyojaa,,,,,,3077
not,,,,,,3077
obotuenyatuenyi,o ꞵ otwe ɲ atwe ɲ i,,,,,3078
fraud,,,,,,3078
obotwomi,o ꞵ otwomi,usukumaji,nmn,the act of pushing,n,3079
obouko,o ꞵ ouko,,,,,3080
oboumberania,o ꞵ oumbe ɾ ania,,,,,3081
mzozo,,,,,,3081
conflict,,,,,,3081
oboumoku,o ꞵ oumoku,tutumvi,nmn,swellings,n,3082
obounereria,o ꞵ oune ɾ e ɾ ia,,,,,3083
cheating,,,,,,3083
oboundi,o ꞵ oundi,aina ya nyasi,nmn,crab grass,n,3084
oburutu,o ꞵ o ɾ utu,baruti,nmn,explosives,n,3085
obuaranse,o ꞵ wa ɾ anse,aina ya mti,nmn,type of creeping tree with medicinal value,n,3086
obuanchani,o ꞵ wan ʧ ani,,,,,3087
obuanga,o ꞵ waŋa,,,,,3088
obuari,o ꞵ wa ɾ i,,,,,3089
heri,,,,,,3089
obueng’e,o ꞵ weŋge,,,,,3090
dwarfness,,,,,,3090
enchera,,,,,,3090
obuenyanyuri,o ꞵ we ɲ a ɲ u ɾ i,ukokotevu,nmn,slow walk,n,3091
obueri,o ꞵ we ɾ i,zizi,nmn,pen,n,3092
obuesabageri,o ꞵ wesa ꞵ a ɣ e ɾ i,,,,,3093
obuesuri,o ꞵ wesu ɾ i,,,,,3094
separation,,,,,,3094
obueteganderi,o ꞵ wete ɣ ande ɾ i,uchanji kuni wa pekee,nmn,the trait of being a lone woodcutter,n,3095
obueyeyi,o ꞵ wejeji,Mkisii alipokataa kwenda shuleni mzungu alipokuja,nmn,term used to discourage schooling during colonialism,n,3096
obuoge,o ꞵ wo ɣ e,,,,,3097
obuokia,o ꞵ w ɔ kia,mwako,nmn,light,n,3098
obuoro,o ꞵ w ɔɾɔ,,,,,3099
ogocha,okomanya kujua nmu,,,,,3100
ogochamia,o ɣ o ʧ amia,kushika kasi,kt,to accelerate,v,3101
ogochabera,o ɣ o ʧ amia,,,,,3102
kuremba,,,,,,3102
to,,,,,,3102
ogochana,o ɣ o ʧ ana,kutoa machozi ya mamba,kt,Shading crocodile tears,v,3103
ogochanchaboka,o ɣ o ʧ an ʧ a ꞵ oka,,,,,3104
to,,,,,,3104
ogocharoroka,o ɣ o ʧ a ɾ o ɾ oka,kurukaruka mitini afanyavyo nyani,kt,hop or jump from one place to another,v,3105
ogochecheria,ɔɣɔʧɛʧɛɾ ia,kukejeli au beza,kt,to belittle or taunt,v,3106
ogochencha,ɔɣɔʧɛ n ʧ a,kuwa na masimango,kt,backbite,v,3107
ogochenga,o ɣ o ʧ eŋa,kuwa na masimang’o au vijembe,kt,to belittle or taunt,v,3108
ogocheng’eria,o ɣ o ʧ eŋge: ɾ ia,"eleza, kufafanua",kt,"to explain, define",v,3109
ogochera,ɔɣɔʧɛɾ a,kupogoa,kt,to prune,v,3110
ogochingirira,o ɣ o ʧ iŋi ɾ i ɾ a,,,,,3111
kung’ong’a,,,,,,3111
ogochongeria,o ɣ o ʧo ŋe ɾ ia,,,,,3112
ogochonchoreka,ɔɣɔʧɔ n ʧɔɾɛ ka,kunyonyotoka,kt,to get scabs,v,3113
ogochonchora,ɔɣɔʧ n ʧɔ : ɾ a,kuwa na masimang’o,kt,to backbite,v,3114
ogochororia,ɔɣɔʧɔɾɔɾ ia,,,,,3115
to,,,,,,3115
ogochoria,ɔɣɔʧɔɾ ia,tuzua au tukana,kt,"abuse, for a long time",v,3116
ogochoronkania,ɔɣɔʧɔɾɔ nkania,kukimbia bila kupumzika,kt,to walk.run without a break,v,3117
ogochuata,o ɣ o ʧ wata,kuchapa,kt,to beat,v,3118
Ogoga,ɔɣɔɣ a,kunywa au kula kwa pupa,kt,gobble,v,3119
ogoikamerera,o ɣ oikame ɾ e ɾ a,kujikaza utimize jambo gumu km kukabiliana na nyuki ili kufikia asali,kt,to persevere and persist or withstand pain,v,3120
ogoikera,o ɣ oike ɾ a,,,,,3121
gasp,,,,,,3121
ogoikerigua,o ɣ oike ɾ i ɣ wa,kuwa na maumivu,kt,experiencing pain,v,3122
ogoikerigua,o ɣ oike ɾ i ɣ wa,kushushiwa,kt,reaching for or be brought down for,v,3123
ogoisanekia,o ɣ oisanekia,kuridhisha au tosheleza mtu,kt,to please or satisfy someone,v,3124
ogoisania,o ɣ oisania,kutosheleza,kt,to get or make something enough,v,3125
ogoitibana,o ɣ oiti ꞵ ana,,,,,3126
ogoitibania,o ɣ oiti ꞵa nia,,,,,3127
stuffed,,,,,,3127
ogoitinyana.,o ɣ oiti ɲ ana,,,,,3128
ogoitorora,o ɣ oito ɾ o ɾ a,,,,,3129
kumimina,,kumwagiwa,kt,be poured on,v,3129
lessen,,,,,,3129
reduce,,,,,,3129
ogoitororwa,,kumwagwa,kt,to be poured,v,3129
ogokambageria,o ɣ okamba ɣ e ɾ ia,kutanua miguu,kt,to make long steps,v,3130
ogokangara,o ɣ okaŋa ɾ a,kuhoji,kt,to interrogate,v,3131
ogokayaga,o ɣ okaja ɣ a,kula ugali mkavu,kt,eat flour meal without vegetables,v,3132
ogokea,ɔɣɔ k ɛ a,kukipa,kt,to give,v,3133
ogokea,ɔɣɔ k ɛ a,pungua,kt,to diminish or become less,v,3134
ogokengana,o ɣ okeŋana,,,,,3135
kujificha,,,,,,3135
concealing,,,,,,3135
ogokera,o ɣ oke ɾ a,pungukia,kt,"diminish, to be reduced for or get depleted",v,3136
ogokererigua,ɔɣɔ k ɛɾɛɾ i ɣ wa,kupewa au kula nyama ya wizi,kt,eating stolen meat,n,3137
ogokeria,ɔɣɔ ke ɾ ia,kumchinja mnyama uliyemwiba,kt,slaughtering an animal that you stole,v,3138
ogokerigua,ɔɣɔ k ɛɾ i ɣ wa,kutotimiza haja,kt,not achieving one’s goal,v,3139
ogokerigua,ɔɣɔ k ɛɾ i ɣ wa,punguziwa,kt,"be diminished for or, made less",v,3140
ogokerua,ɔɣɔ k ɛɾ wa,watu wengine kutumia kifaa kukupa kitu,kt,people use a tool to give you something,v,3141
ogokerechana,ɔɣɔ k ɛɾɛʧ ana,,,,,3142
kujificha,,,,,,3142
ogokererigua,ɔɣɔ k ɛɾɛɾ i ɣ wa,pakuliwa chakula kingi,kt,to served with plenty of food,v,3143
ogokeria,ɔɣɔ k ɛɾ ia,kupanga njama,kt,plan properly or timing,v,3144
ogokeria,o ɣ oke ɾ ia,kuandaa chakula kwa wingi,kt,food in plenty,v,3145
ogokiamora,o ɣ okiamo ɾ a,kuchomoza kwa jua baada ya ukungu,kt,shining of the sun in the morning,v,3146
ogokinania,o ɣ okinania,kumenyana na mtu,kt,wrestling,v,3147
ogokinania,o ɣ okinania,kung’oa mti mkubwa,kt,uproot a big tree,v,3148
ogokinania,o ɣ okinania,kukuzana,kt,assist each other develop or grow,v,3149
ogokinia,o ɣ okinia,,,,,3150
fanya,,,,,,3150
glorify,,,,,,3150
ogokobotia,ɔɣɔ k ɔꞵɔ tia,funga kitu au mtu kamba ghafla,kt,fasten suddenly,v,3151
ogokobotigua,ɔɣɔ k ɔꞵɔ ti ɣ wa,kukoeshwa,kt,be hooked,v,3152
ogokoga,o ɣ oko ɣ a,,,,,3153
to,,,,,,3153
ogokomera,ɔɣɔ k ɔ m ɛɾ a,kupanda,kt,planting,v,3154
ogokoma,ɔɣɔ k ɔ ma,kumtakia mtu akonde,kt,bewitch someone to become slender,v,3155
ogokomontana,o ɣ okomontana,,,,,3156
kufurukuta,,,,,,3156
restless,,,,,,3156
rolling,,,,,,3156
ogokubia,o ɣ oku ꞵ ia,,,,,3157
temper,,,,,,3157
ogokundora,o ɣ okundo ɾ a,kufundua,kt,untie,v,3158
ogokuria,o ɣ oku ɾ ia,,,,,3159
annoy,,,,,,3159
ogokurura,o ɣ oku ɾ u ɾ a,kukokota,kt,dragging,v,3160
ogokuruguta,o ɣ oku ɾ u ɣ uta,,,,,3161
ogokumbata,o ɣ okumbata,"kufumbatia, kumbatia",kt,"cross fingers, embrace",v,3162
ogokuyia,o ɣ okujia,kupiga kofi ghafla,kt,slap slightly,v,3163
ogokua,o ɣ okwa,kufa,kt,dying,v,3164
kifo,,,,,,3164
death,,,,,,3164
ogosaa,o ɣ osa:,kuendesha,kt,to diorrhoea,v,3165
ogosaba,o ɣ osa ꞵ a,,,,,3166
kusali,,,,,,3166
requesting,,,,,,3166
ogosagana,o ɣ osa ɣ ana,kushambulia,kt,attacking,v,3167
ogosambeka,o ɣ osambeka,,,,,3168
be,,,,,,3168
ogosambeka,o ɣ osambeka,,,,,3169
kujikaza,,utimize haja,kt,trying to achieve,v,3169
ogosamberia,o ɣ osambe ɾ ia,kuchomelea kifaa km. chuma,kt,i ronsmithing,v,3170
ogosamora,o ɣ osamo ɾ a,,,,,3171
kugoka,,,,,,3171
ogosamusa,oɣ osamusa,kuchuja au kutingisha kwa nguvu,kt,shake with energy,v,3172
ogosarara,o ɣ osa ɾ a ɾa,kuongezeka,kt,to multiply,v,3173
ogosasokia,o ɣ osasoka,kukanza,kt,warming,v,3174
ogosabagera,o ɣ osa ꞵ a ɣ e ɾ a,kuvizia,kt,"to ambush, waylay",v,3175
ogosaka,o ɣ osaka,kulundika au kuweka kidogokidogo ufikishe kiwango,kt,pile up,v,3176
ogosanerua,o ɣ osane ɾ wa,kutamaniwa,kt,be desired,v,3177
ogoseba,o ɣ ose ꞵ a,kutokosekana. kuwepo mahali kila wakati,kt,being available,v,3178
ogosegaanania,o ɣ ose ɣ anania,kusingiziana kuhusu shughuli fulani,kt,excuses not to do a certain task,v,3179
ogosesia,ɔɣɔ s ɛ sa,nolesha au fanya mtu atie jembe au panga makali,kt,make a person to sharpen,v,3180
ogosesia,ɔɣɔ s ɛ sa,kukoholeza,kt,make cough,v,3181
ogosesia,o ɣ osesia,sihi au bembeleza kwa muda,kt,plead for a long time,v,3182
ogosemia,ɔɣɔ s ɛ mia,kuhekimisha au shauri,kt,to educate or counsel,v,3183
ogosetora,o ɣ oseto ɾ a,kuvuruga sherehe,kt,spoiling or breaking a meeting,v,3184
ogosibasibia,o ɣ osi ꞵ asi ꞵ ia,kuoshaosha,kt,haphazard cleaning,v,3185
ogosiboka,o ɣ osi ꞵ oka,kufunguka kama vile kamba iliyofunga ng’ombe,kt,unfastening or unknot,v,3186
kuwa,,,,,,3186
be,,,,,,3186
ogosigeka,o ɣ osi ɣ eka,kuweka msingi imara wa jambo na kupata heshima,kt,lay a strong foundation and earn respect,v,3187
ogosiginyia,o ɣ osi ɣ i ɲ ia,kusumbua hadi upate haja,kt,nagging,v,3188
ogosikora,o ɣ osiko ɾ a,ondoa kivunde ili utengeneze pombe,kt,stop fermentation and enter the next stage of making beer,v,3189
ogosina,o ɣ osi:na,,,,,3190
sinusitis,,,,,,3190
ogosina,o ɣ osi:na,tumia maji moto uondoe manyoya ya kuku,kt,use hot water to enable plucking of feathers,v,3191
ogosininia,o ɣ osininia,kufanya kidogo,kt,make small,v,3192
ogosingerera,o ɣ osiŋe ɾ e ɾ a,,,,,3193
kukaza,,,,,,3193
ogosika,o ɣ osika,kuheshimu,kt,to respect,v,3194
ogosikora,o ɣ osiko ɾ a,kudharau au kutoheshimu tena,kt,stop respecting or despise,v,3195
ogosikua,o ɣ osikwa,,,,,3196
to,,,,,,3196
ogosimeka,o ɣ osimeka,kupanda,kt,planting,v,3197
ogosimeka,o ɣ osimeka,kuanza uhusiano,kt,establish a relationship,v,3198
ogosininia,o ɣ osininia,kudunisha au kufanya kidogo,kt,diminishing,v,3199
ogosiomeria,o ɣ osiome ɾ ia,kuchungulia,kt,cast a glance at or peep at,v,3200
ogosiomia,o ɣ osiomia,,,,,3201
ogosiongoroka,o ɣ osioŋo ɾ oka,kurandia kitu,kt,go behind something,v,3202
ogosiora,o ɣ osio ɾ a,kumaliki au kulima shamba mara ya kwanza,kt,breaking virgin ground,v,3203
ogosiorora,oɣ osio ɾ o ɾa,kudhuru au kusumbua,kt,rattle or disturb,v,3204
ogosiria,o ɣ osi ɾ ia,,,,,3205
ogosisa,o ɣ osisa,,,,,3206
kubisha,,,,,,3206
complicating,,,,,,3206
arguing,,,,,,3206
ogosisa,o ɣ osisa,kusongomeza vile mnyama anavyojifungafunga kwa kamba,kt,knotting,v,3207
ogosiserania,o ɣ osise ɾ ania,kusongomezena vile wanyama wanavyojifungafunga kwa kamba,kt,knotting,v,3208
ogosoka,ɔɣɔ s ɔ ka,visha au valisha mtu nguo,kt,dress,v,3209
ogosoka,ɔɣɔ s ɔ :ka,,,,,3210
fencing,,,,,,3210
ogosoka,ɔɣɔ s ɔ ka,kutundiza,kt,pile,v,3211
ogosoka,ɔɣɔ s ɔ :ka,kutoka,kt,going out,v,3212
ogosoka,o ɣ oso:ka,kuaibika au kufedheheka,kt,to get ashamed,v,3213
ogosokia,o ɣ oso:kia,kuaibisha,kt,to cast shame on something,v,3214
ogosokia,ɔɣɔ s ɔ :kia,kutoa,kt,getting something or somebody out of a place,v,3215
ogosomeka,ɔɣɔ s ɔ m ɛ ka,,,,,3216
kuchoma,,,,,,3216
ogosongorora,o ɣ osoŋo ɾ o ɾ a,,,,,3217
kuinua,,juu,kt,raising something,v,3217
ogosocha,o ɣ oso ʧ a,kupepeta au kupembua,kt,winnowing,v,3218
ogosonsoka,o ɣ osonsoka,,,,,3219
kuchongoka,,,,,,3219
ogosora,ɔɣɔɾɔɾ a,,,,,3220
kusai,,,,,,3220
provoking,,,,,,3220
ogosorogona,o ɣ oso ɾ o ɣ ona,,,,,3221
gnaw,,,,,,3221
ogosorora,ɔɣɔ s ɔɾɔɾ a,,,,,3222
reprieve,,,,,,3222
ogosugunania,o ɣ osu ɣ unania,ning’iniza kitu mkononi,kt,hold by hanging,v,3223
ogosumberera,o ɣ osumb ɛɾɛɾ a,,,,,3224
kuwa,,mahali ukitarajia chakula,kt,hanging around expecting food,v,3224
ogosunga,o ɣ osu:ŋa,kuangika,kt,hanging,v,3225
ogosunguria,o ɣ osuŋu ɾ ia,"kutembea kwa mguu mmoja, pengine baada ya kuteguka",kt,"skip, hop,esp. after injuring a leg",v,3226
ogosusura,o ɣ osusu ɾ a,kuponda,kt,to crush,v,3227
ogotabataba,o ɣ ota ꞵ ata ꞵ a,kupapasa,kt,grope for,v,3228
ogotaacha,o ɣ ota: ʧʹ a,kuteka,kt,arresting or fetching of water,v,3229
ogotaacha,o ɣ ot ʹ a: ʧ a,,,,,3230
utoro,,,,,,3230
ogotaachicha,o ɣ ota: ʧ i ʧ a,kutokuja,kt,not coming,v,3231
okoba,,,,,,3231
ogotaakana,o ɣ ota:kana,kutochapana au kutopigana,kt,not beating each other,v,3232
ogotaambereria,o ɣ ota:mbe ɾ e ɾ ia,,,,,3233
spoiling,,,,,,3233
ogotaantaga,o ɣ ota:nta ɣ a,kutembea kama matege,kt,walk with outspread legs,v,3234
ogotaatera,o ɣ ota:te ɾ a,kubatua au saidia mtoto kutembea,kt,supporting a child.sickling to walk,v,3235
ogotabigua,o ɣ ota ꞵ i ɣ ua,kosesha thamani,kt,cause loss of value,v,3236
ogotaboboka,o ɣ ota ꞵ o ꞵ oka,kubumburuka,kt,coming out of sleep suddenly,v,3237
ogotaboria,o ɣ ota ꞵ o ɾ ia,kubwakua or kuchukua kutoka kwa mtu ghafla,kt,to snatch,v,3238
ogotagera,o ɣ ota ɣ e ɾ a,,,,,3239
clodhopping,,,,,,3239
ogotagekigua,o ɣ ota ɣ eki ɣ wa,kukimbizwa,kt,be chased,v,3240
ogotandagana,oɣ otanda ɣ ana,kurusha viungo vya mwili,kt,to spread hands and feet,v,3241
ogotang’ang’a,o ɣ otaŋgaŋga,,,,,3242
kuchanganyikiwa,,,,,,3242
stranded,,,,,,3242
ogotangareka,o ɣ otaŋa ɾ eka,kuwa na kimbelembele,kt,to do things alone,v,3243
ogotaroroka,o ɣ ota ɾ o ɾ oka,kukimbia kasi au kuchomoka,kt,"running fast, dashing",v,3244
ogotatabaga,o ɣ otata ꞵ a ɣ a,kutochoka,kt,not getting tired,v,3245
ogoteengoria,o ɣ oteŋo ɾ ia,,,,,3246
ogoteeria,o ɣ ote ɾ ia,kuimbisha au ongoza katika wimbo,kt,to make to sing or be a soloist,v,3247
ogotegesia,o ɣ ote ɣ esia,kuwa macho,kt,being vigilant,v,3248
ogotegora,o ɣ ote ɣ o ɾ a,kung’oa,kt,to uproot,v,3249
transfer,,,,,,3249
ogotekena,o ɣ otekena,kuguguna kwa maumivu,kt,"contemptuous sound, out of pain",v,3250
ogotema,o ɣ otema,kujaribu,kt,trying,v,3251
ogotenenera,o ɣ otenene ɾ a,,,,,3252
to,,,,,,3252
ogotiena,o ɣ otiena,kucheza,kt,to play,v,3253
okogosoria,,,,,,3253
ogotieria,o ɣ otie ɾ ia,kutia makali,kt,"to whet, sharpen",v,3254
ogotiesanigua,o ɣ otiesani ɣ wa,kuumwa kichwa,kt,having headache,v,3255
ogotiesanigua,o ɣ otiesani ɣ wa,kuchezacheza kwa utosi wa mtoto,kt,moving of fontanalle,v,3256
panting,,,,,,3256
ogotiga,o ɣ oti ɣ a,,,,,3257
dropping,,,,,,3257
leaving,,,,,,3257
divorcing,,,,,,3257
ogoticherera,o ɣ oti ʧ e ɾ e ɾ a,,,,,3258
doing,,,,,,3258
kuzika,,,,,,3258
fill,,,,,,3258
ogotingora,o ɣ otiŋo ɾ a,kulegeza,kt,to losen,v,3259
okobichoria,,,,,,3259
ogotimbochoria,o ɣ otimbo ʧɔɾ ia,"kububujika, vile maji yatokavyo kwenye mfereji au damu inavyochururiza wakati mtu ameumia",kt,to spurt,v,3260
ogotimbora,o ɣ otimbo ɾ a,kutoboa au kuchoma kisu au mkuki kwa nguvu ile kutoa kilicho ndani,kt,to pierce so as something come out,v,3261
ogotimboria,o ɣ otimbo ɾ ia,kupitisha maji,kt,to flush,v,3262
ogotingicha,o ɣ otiŋi ʧ a,kupepesuka,kt,tottering,v,3263
ogotingoka,o ɣ otiŋoka,kufunguka ghafla,kt,self unfasten,v,3264
ogotinkonya,o ɣ otinko ɲ a,,,,,3265
okoba,,,,,,3265
ogotira,o ɣ oti: ɾ a,kupanda,kt,to go uphill,v,3266
ogotindigana,o ɣ otindi ɣ ana,,,,,3267
ebinto,,,,,,3267
ogotinga,o ɣ otiŋa,kukaza,kt,to tighten,v,3268
ogoting’u,o ɣ otiŋgu,thabiti,kv,strong,adj,3269
ogoto,ɔɣɔ t ɔ,chura,nmn,frog,n,3270
ogoto,o ɣ oto,sikio,nmn,ear,n,3271
ogotoba,ɔɣɔ t ɔꞵ a,kuiva,kt,to become ripe,v,3272
ogotobeka,ɔɣɔ t ɔꞵɛ ka,kuvumbika,kt,to cover to ripen,v,3273
ogotobekera,,kuvumbikia,kt,to ripen something for somebody,v,3273
ogotobekera,o ɣ oto ꞵ eke ɾ a,ɾ a/. egkr. kutuwekea,kt,to put for us,v,3274
ogotobia,o ɣ oto ꞵ ia,pika ugali kiasi kidogo,kt,cook some little food,v,3275
ogotogonyia,ɔɣɔ t ɔɲ ia,kuondoa kidogo kidogo kama maji mtungini,kt,remove bit by bit as water dwindles,v,3276
ogotona,ɔɣɔ t ɔ na,,,,,3277
to,,kugawa,kt,to distribute,v,3277
ogotobia,ɔɣɔ t ɔꞵ ia,kupita kiasi katika uovu,kt,exceed in evil,v,3278
ogotocha,ɔɣɔ t ɔʧ a,kudonea,kt,pecking,v,3279
ogotocha,ɔɣɔ t ɔʧ a,,,,,3280
scathe,,,,,,3280
ogotondererigua,o ɣ otonde ɾiɣ wa,kubelengwa au shauliwa,kt,to be shown in order to provoke or entice one’s desire for something,v,3281
ogotongia,ɔɣɔ t ɔ ŋia,kuchokoza au kuzusha ugomvi,kt,to vex or ignite a quarrel,v,3282
ogotongia,ɔɣɔ t ɔ ŋia,washa moto au choma,kt,lighting fire or burning,v,3283
ogotononania,ɔɣɔ t ɔ nania,kushauana,kt,to exhibit to each other,v,3284
ogotononteria,o ɣ ototononte ɾ ia,,,,,3285
embellish,,,,,,3285
to,,,,,,3285
ogotuba,o ɣ otu ꞵ a,kututia,kt,to return soil into a hole,v,3286
ogotuba,o ɣ otu ꞵ a,kufunika,kt,to cover,v,3287
ogotuka,o ɣ otuka,,,,,3288
to,,,,,,3288
ogotung’atung’a,o ɣ otuŋgatuŋga,kututusa,kt,to grope,v,3289
ogotungora,o ɣ otuŋo ɾ a,kumaliza,kt,to finish,v,3290
ogotungorarirema,o ɣ otuŋo ɾ ae ɾ i ɾ ema,kumaliza kulima,kt,to finish tiling,v,3291
ogotungora,o ɣ otuŋo ɾ a,kuua mtu,kt,to kill somebody,v,3292
ogotunya,o ɣ otu ɲ a,kufuata,kt,to follow,v,3293
