PSA_Id,Domain,Class,English,Ekegusii
2691,Security,PSA,Every Kenyan must join the fight against corruption.Uuphold our dignity and justice.,Nere buya kera omo'Kenya kobwatisia esegi gotanga obokorekanu. Segeta amasikani nekeene.
2693,Security,PSA,Urgent reforms at Kenya Power & Lighting Company (KPLC) are vital to restore public trust. Be part of the change.,Oboonchoreria bwa bwango ase ekambani yesitima ya Kenya (KPLC) nayengencho ase okoirania obwegenwa gati yekambani eyio yomorero nabanto ba Kenya. Kabe oyomo ase baria bakorenta amaonchorerio.
2694,Security,PSA,Automation of the self-declaration process is now live. Uphold integrity by complying online today.,Okwemanyekania aye omonyene igoro yenibo obwate bono nigo ogekorwa goetera egedichitri gose eintaneti. Segeta obokeene ase ogoikerania ayio goetera eintaneti.
2695,Security,PSA,Embrace innovation for greater impact. Ethical leadership starts with you.,Bwata chinchera chinyia chiogokora emeremo ase obokoreri oboikeranu. Engencho engiya nigo egochaka naye.
2696,Security,PSA,"Unified action is needed in the war against graft. Stand firm, report corruption.","Okobwatera amo nkoganeirie erio gosegeta esegi ase obokorekanu. Tenena bokong'u, teba ase obokorekanu bore."
2697,Security,PSA,"Search warrants are investigative tools, not criminal proceedings. Uphold the law, uphold integrity.","Abasikari gocha kogotuka buna koti yabatomete nokorigia obosaiti, na tari ekina kiobosaria. Sika richiko, kabe nekeene."
2698,Security,PSA,Visit the ASK Eldoret Show and stand with us in the fight against corruption. Together we can safeguard Kenya’s future.,Tarera amaorokererio yoboremi (ASK) aaria Eldoret na koba oyomo oito ase okorwania obokengeka. Amo nabo torakonye Kenya ayito aiga motwe.
2699,Security,PSA,Keep our roads safe. Corruption in licensing and inspections is “licensing to kill.” Report bribery in transport.,Bwatia amachiko obogendi chirori gotanga emebasekano. Konyora erensesi yokogendi erori ase obokengeka gose eroi yao koegwa amarube yoborigereria nga mbuya ere yoborimo “nokorwa erensesi yogoita.” Teba igoro yokoria riaki ase obobogoria.
2700,Security,PSA,"Join our outreach in Nandi County: raise awareness, promote ethics, and stand with us against graft.","Inchuo naintwe ase ogoikera abanto isiko gokwanerana aiga ekaonti yaito ya Nandi: manyia abanto, segeta chingencho chingiya, na tenena naintwe korwania obokengeka."
2701,Security,PSA,Be cautious of strangers asking for personal or financial information.,Erende korwa abanto otamanyeti bagokobori amangana igoro yao gose chibesa chiao.
2702,Security,PSA,Install window security film to make glass harder to break.,Sambereria chichuma ase chetirisa chia erio gotanga ebirore tibiateka raisi.
2703,Security,PSA,Don't leave ladders or tools outside that could help burglars gain access.,Totuiga engasi gose kende gionsi keranyare gokonya abaibi korina mwao ase ekorofa na kogoikera.
2704,Security,PSA,Keep car doors locked and windows up when driving in high-risk areas.,Sieka emerangu yerori yao na koyeroki buya ekero okogendia erori yao ase chirori nabanto bare abange gose obosaria bwa igoro.
2705,Security,PSA,Use tracking devices for valuable items like electronics and vehicles.,Beka erori yao ebinto biria biranyare koyebwatia gose koyerora ase ere ekero yaibirwe nebinto binde bia bionsi biingencho.
2706,Security,PSA,Be wary of strangers offering unsolicited help with ATMs or banking.,"Eborie buya igoro tabanto otamanyeti bakorwa ogokonya kwa bosa goetera obokoreri bwechisimi, (ATMs) gose ebengi."
2707,Security,PSA,Create inventory of household items with photos and receipts for insurance.,Rika inse ebinto bionsi bia mwao. biake chibicha na gacha amarisiti kwabigorerete gonya insuarensi kogoakana ekero birayie gose koibwa.
2708,Security,PSA,Use deadbolt locks on exterior doors for added security.,Use deadbolt locks on exterior doors for added security.
2709,Security,PSA,Be cautious about sharing personal information on phone calls.,Renda tobaise gosanga amangana ao abobisi gose ayengencho na monto onde bwensi goetera chinkwana ase esimi.
2710,Security,PSA,Install motion-activated lights in dark areas around your property.,Beka ase enkna yao gose ase enibo yao ere ebirobu biesitima biria ekero biarorire omonto botuko bigwoka gokomanyia nga onto nare isiko.
2711,Security,PSA,Keep shrubbery near entry points low to maintain visibility.,Simeka amaoga ase omorangwa gose egesona kiao.
2712,Security,PSA,Don't leave spare keys in obvious places like under doormats or flowerpots.,Totiba ekopi yebinguo biao bia kobera aase aamo engaki entambe buna inse yomogeka bwenyomba gose ase enyongo yamaoga - bichenchie kera engaki.
2713,Security,PSA,Use security bars or grilles on vulnerable windows and doors.,Sambereria egiriri ase chitirisa nemerangu gochikong'ia.
2714,Security,PSA,Be alert in parking lots - have keys ready and check backseat before entering.,Be alert in parking lots - have keys ready and check backseat before entering.
2715,Security,PSA,The Police Service urges Patriotic Kenyans to report cases of illegal immigrants for arrest to the nearest police stations.,Abasikari baboririe abakenya baria banhete ense yabo Kenya bamanyie igoro yabanto bakagere gosoa Kenya goetera emerangu ya magega gochia eporisi steseni ya ange babwatwe.
2716,Security,PSA,We urge citizens to cooperate with security personnel as they perform their duties and use lawful channels to address their grievances.,Nigo togosaba abanainchi babweterane nabarendi boborendi chingaki bagokora emeremo yabo ase ogotumia chinchera chireo korwa okwemurunganania kwabo.
2717,Security,PSA,We urge citizens to continue volunteering information that will lead to the arrest of Francis Gaitho.,Nigo togosaba abanainchi bagenderere korwa amang'ana gochia ase abasikari aranyare gokonya komobwata Francis Gaitho.
2718,Security,PSA,Let's continue playing our part in thwarting terror by sharing information on suspicious activities with relevant authorities.,Kera oyomo oito atigare koba maiso nagokora ensemo yaye gotanga obokebago bwokoruta chipomuin goetera akomanyania amang'ana gose ebinto tore nechitangutangu nabirobio.
2719,Security,PSA,"If you have information, #ReachDCI through hotline number 0800 722 203. Let's work together to uphold justice and accountability. #FichuaGaitho","Onye kore nering'ana, #Moikera omotuki omonene goetera enamba ya morero 0800 722 203. Tiga tokore emeremo amo gosegeta ekeene nobotenereri obuya. #Bisora Gaitho"
2720,Security,PSA,The public is advised to exercise restrain and is explicitly cautioned against any attempts to enter without authorisation or break into JKIA as it is a protected zone under the laws of Kenya.,Abanto basemiigwe gwetanga koba nobororo na gokurerwa kegima ng'a tibatema kobuna egeita na gosoa nechinguru egetii kene giechindege gia Jomo Kennyatta International Airport (JKIA) egekogera aiga naase arendire nerichiko ria Kenya.
2721,Security,PSA,Youths are advised to reject alshabaab propaganda to avoid premature death or such hefty jail sentences.,Abasae basemiigwe kwanga amangana alshabaab aporopaganda gotanga ogokwa kwabwango buna etarenge engencho yogokwa gose gosibwa echera engaki entambe.
2722,Security,PSA,Citizens are advised to avoid buying phones from random people as Telcos and Security Agencies are tracking the stolen devices.,Abanainchi basemiigwe gotanga gotaboria chisimi korwa ase abantoekiageraekambani eria yarosetie chisimi echio nabasikari nkobwatia bare chisimi chibire.
2723,Security,PSA,"Let's work with Police to arrest criminals hiding in #Maandamano to steal, destroy properties and commit other crimes.","Tiga tokore emeremo amo nabasikari kobwata ebibago biebisete ase amaanadamano erio koiba, dgosaria ebinto kobakora abande koba ebibago."
2724,Security,PSA,"Let's avoid sharing propaganda, unverified information, and graphic images in order not to add to the distress of the affected.","Totige korandarandia amangana yoborimo, amangana ataramanyekana boronge, amo nechibicha erio titoba abakogesa obororo ase baria bare nobokong'u."
2725,Security,PSA,"Citizens are advised to conduct themselves in a lawful manner. All acts of sabotage, theft and incitement will be prosecuted.","Abanainchi basabirwe koba abatebere na abasigete richiko. Ebikoru biobosaria biabomwenu, oboibi na gosegeta abanto kobuna amchiko goika agambigwe."
2726,Security,PSA,"Disturbance of peace, incitement, looting, and vandalism remain unlawful.","Ogoturubania omorembe, ogosegeta abanto, okiba, na gosaria ebinto nigo bire mamincha yerichiko."
2727,Security,PSA,Verify identity of delivery personnel before allowing access to property.,Rigereria buya ekabande kiomonto ogokoba gose korenta ebinto buya nyuma otaramwanchera gosoa.
2728,Security,PSA,Don't leave valuables visible in your car when parked.,Totiga ebinto biengencho birorekane ime yerori yao ekero oyeteneneties ase chirori chikobekwa.
2729,Security,PSA,Use steering wheel locks as additional deterrent for vehicle theft.,Sieka gose richania egento keria kierori omorundia erori agotumia goonchorana amagoro gakoyegendi (Obureki) buna enchera eyo yogotanga teibwa.
2730,Security,PSA,Be cautious of 'distraction theft' tactics in public places.,Tigara komanyete buna abaibi chingencho abaibi bagotumia ase abanto bare abange koiba.
2731,Security,PSA,Keep emergency numbers visible near phones and programmed in mobile devices.,Rika na kobeka chinamba chiesimi ase chikororekana buya mbarabare nesimi yao echio chirangerigwe ekero kiomobaseka konyora obokonyi visible.
2732,Security,PSA,Consider installing a safe for important documents and valuables.,Nere buya koba nase agiya okobeka amanag'ana ao na ebinto biaobiengencho.
2733,Security,PSA,Be wary of 'emergency' scams where callers pretend to be family in distress.,Kabe maiso nechisimi korwa ase abanto bagwekona buna abamo babamino chigokorangeria nga omonto omino nare ase emechando eganetie oboknyi bwa bwango gokonya obogima bwaya.
2734,Security,PSA,Use security chains on doors even when expecting visitors.,Sieka emerangu yao yenyomba nenyororo nonya nekero okagerete abageni gocha kogokwania.
2735,Security,PSA,Don't leave purses or wallets unattended in shopping carts or public places.,"Tiga gotiga ebibeti biechibesa bitarendiri na monto ase eduka, echiro gose aande onsi."
2736,Security,PSA,Be cautious of 'shoulder surfing' at ATMs and when entering PINs.,kabe maiso ase emachini eria ekorusia chibesa ase ebengi na abanto bakoigoka ang'e okobata PIN emachine ekoe chibesa.
2737,Security,PSA,Use security cameras with cloud storage to preserve evidence if needed.,Beka chikamera chiria chibwatanirie neintaneti chikobwata abanto buna bagosoa na gosoka gose ebinto bigendererete kogonya obosaiti ekero boganeirie.
2738,Security,PSA,Usifanye maonyesho ya mali thamani kwa umma - weka kwa siri na salama.,Tobaise kworokia enibo yao ore nero ase abanto- yegache ase obobisi na buya.
2739,Security,PSA,Install security film on glass doors to prevent easy break-ins.,Beka egamu gatigati yebirore bierori yao gotanga abaibi kobwata ase obwororo.
2740,Security,PSA,Put unique marks on your belongings to easily identify them if they are stolen.,Beka ekemayererio kia beene ase ebinto biao erio onyare kobiatanana buya ekero biabirwe.
2741,Security,PSA,"Keep car registration and insurance documents secure, not in glove compartment.","Gacha amasakara kwagorerete erori yao amo neinsuarensi kafa yerori yao ase agaya , na tari ase erori yao ome."
2742,Security,PSA,Be cautious of 'too good to be true' offers for rentals or purchases.,Kabe maiso nebinto bikororekana buya na buna ebiekeene bikorugwa ogore enyomba aase gete.
2743,Security,PSA,"Don't leave doors and windows open at night, even if it's very hot.","Tobaise gotiga omorangu gose etirisa bitasiekirie botuko, nonya riberera rire rinene."
2744,Security,PSA,Consider joining or forming a business watch program in commercial areas.,Nere buya kobwatana nabanyabiasara ase oborendi bwebiasara biano aaria ase ebiasara.
2745,Security,PSA,"Contact emergency services through: Police (999), DCI (0800 722 203).","Ikera ogokonywa chingaki chiemebasekano goetera: Porisi (999), Omotuki omonene (0800 722 203)."
2746,Security,PSA,Be cautious of strangers asking to use your phone for 'emergencies'.,Erende nabanto otamanyeti bakogosaba esimi yao baake ase ingana rinde rionsi riomobasekano'.
2749,Security,PSA,"UNDP feature on community policing, Nyumba Kumi and Youth liaison programs in Kenya","Obomo bwechinse chikwegambera nemeroberio yamagenderero (UNDP) nkworokereria ere igoro yabarendi boborendi (Community Policing), Nyumba Kumi amo nemeroberio yogoikera abasae (Youth liaison programs) aiga Kenya"
2750,Security,PSA,Police Reforms Working Group calls for stronger COP,Ekeombe kia baria bagokora amaonchorerio ase obokoreri bwabasikari nigo kegosaba ogokongigwa kwa abarendi boborendi (COP)
2752,Security,PSA,Study report on Nyumba Kumi impacts in Migori County (Suna West),Eripoti ya ayarorekanete goikerwa naobokoreri bwa Nyumba Kumi aaria ekaonti ya Migori (Suna West).
2753,Security,PSA,KIPPRA analysis of community policing reforms,Obokongoria bwa KIPPRA igoro yamaonchorerio igoro yabarendi boborendi.
2754,Security,PSA,Nairobi informal settlements community policing case study with relevance to wider Nakuru experience.,Ayanyorekanete arengete abarendi boborendi ase emechie yechirandi aaria Nairobikoreng'ana na ayare aaria Nakuru engima.
2755,Security,PSA,"Community policing committees model in Narumoru station (serving Nyeri County), supported by IMLU, engaging community officers","Engencho engiya yechikomiti chia abarendi boborendi aaria omochie o'Narumoru station (Obokoreri bwakaonti ya Nyeri), bwasiretwe na IMLU, kobwaterana nabarai bebinyoro."
2757,Security,PSA,IMLU report on community policing committees in Narumoru (serving Nyeri and Nyandarua region),Ekeombe kia IMLU kiarure eripoti igoro yechikomoti chiabarendi boborendi aaria Narumoru (egokorera ensemo ya Nyandarua)
