PSA_ID,Domain,en,guz,source_tag,en_clean,guz_clean,len_ratio,sw_clean
3747,Governance,County Functions Transfer: National government to transfer remaining functions Pres. Ruto says funds will be allocated in 2025/26 FY Devolved assets to be transferred by June 2025 Pres. Ruto urges harmonious intergovernmental relations,"Okoenana bene emeroberio yonsi yechikaunti: Eserekari enene nechie koenana bene emeroberio yonsi etigarete yechikaunti, omorai bwense otebire enibo yogoirania aya nebekwe ase omwaka bwechibesa bweserekari 2025/2026. Chinibo chionsi chibwateranetie chiserekari chiechikaunti koenanwa bene goikera omotienyi ogatano rimo, 2026. Ruto osabire omoroberio bwokoigwana nomorembe ase chieserekari chikaunti amo neria enene.",,County Functions Transfer: National government to transfer remaining functions Pres. Ruto says funds will be allocated in 2025/26 FY Devolved assets to be transferred by June 2025 Pres. Ruto urges harmonious intergovernmental relations,"Okoenana bene emeroberio yonsi yechikaunti: Eserekari enene nechie koenana bene emeroberio yonsi etigarete yechikaunti, omorai bwense otebire enibo yogoirania aya nebekwe ase omwaka bwechibesa bweserekari 2025/2026. Chinibo chionsi chibwateranetie chiserekari chiechikaunti koenanwa bene goikera omotienyi ogatano rimo, 2026. Ruto osabire omoroberio bwokoigwana nomorembe ase chieserekari chikaunti amo neria enene.",0.56626506,Uhamisho wa kazi za kaunti: Serikali ya taifa kuhamisha kazi zilizobaki Rais Ruto anasema fedha zitatolewa katika 2025/26 FY Mali zilizohamishwa zitahamishwa kufikia Juni 2025 Rais Ruto anataka mahusiano ya kati ya serikali yawe yenye upatano
3748,Governance,"Mombasa, Your Voice Matters! Mombasa County invites all citizens to engage in the Finance Bill 2025, ADP, and CBROP discussions. Youth leaders and changemakers read, engage & influence decisions shaping our countys future. Lets show up,speak up & build the Mombasa we deserve.","mombasa eriogi riao neriengencho! eserekari yekaunti ya Mombasa yabareganirie abamenyi ya mombasa bonsi koenana ebirengererio biabo igoro yomoreberio bwebango ime yense 2025, ADP, CBROP ase gosanga Ebirengerio. Abarai babasae baria bakorigia korenta amaonchoreria ao ao nigo bagosoma bemanyia erio banyara korenta amaonchoreria aria akorenta oboroso obuya ase ekaunti yaito, toikerane ase obonge erio tokwane,nakoagacha mombasa etogwenerete twensi.",,"Mombasa, Your Voice Matters! Mombasa County invites all citizens to engage in the Finance Bill 2025, ADP, and CBROP discussions. Youth leaders and changemakers read, engage & influence decisions shaping our county's future. Let's show up,speak up & build the Mombasa we deserve.","mombasa eriogi riao neriengencho! eserekari yekaunti ya Mombasa yabareganirie abamenyi ya mombasa bonsi koenana ebirengererio biabo igoro yomoreberio bwebango ime yense 2025, ADP, CBROP ase gosanga Ebirengerio. Abarai babasae baria bakorigia korenta amaonchoreria ao ao nigo bagosoma bemanyia erio banyara korenta amaonchoreria aria akorenta oboroso obuya ase ekaunti yaito, toikerane ase obonge erio tokwane,nakoagacha mombasa etogwenerete twensi.",0.620535714,"Mombasa, Sauti Yako Ni Muhimu! Kaunti ya Mombasa inawaalika raia wote kushiriki katika mjadala wa Muswada wa Fedha 2025, ADP, na CBROP. Viongozi wa vijana na watengenezaji wa mabadiliko kusoma, kushiriki na kuathiri maamuzi yanayounda siku zijazo za kaunti yetu. Hebu tujitokeze, tuzungumze na kujenga Mombasa tunayostahili."
3749,Governance,Kisii Women Rep Donya Aburi urges county government to ensure hospitals are equipped with enough drugs,Omobunge omochore ase ekaunti ase ekerogo kiabang'ina Dorice Donya Aburi ya kisii orure okoboria gochia ase eserekari yekaunti koenekia amariogo aisaine nare ase chinyagetari.,,Kisii Women Rep Donya Aburi urges county government to ensure hospitals are equipped with enough drugs,Omobunge omochore ase ekaunti ase ekerogo kiabang'ina Dorice Donya Aburi ya kisii orure okoboria gochia ase eserekari yekaunti koenekia amariogo aisaine nare ase chinyagetari.,0.582857143,Mjumbe wa Wanawake wa Kisii Donya Aburi anawahimiza serikali ya wilaya kuhakikisha hospitali zina vifaa vya kutosha vya dawa
3750,Governance,National Assembly Speaker Moses Wetangula urges county governments to support the governments push to have Kenyans register for SHA.,omonogeri ase bunged enene yense Moses wetangula orure okoboria gochia ase chiserekari chiechikaunti koenekia ng'a  abanto bonsi kwerikia ase omoroberio bw'obobwenia SHA,,National Assembly Speaker Moses Wetang'ula urges county governments to support the government's push to have Kenyans register for SHA.,omonogeri ase bunged enene yense Moses wetangula orure okoboria gochia ase chiserekari chiechikaunti koenekia ng'a abanto bonsi kwerikia ase omoroberio bw'obobwenia SHA,0.797619048,Rais wa Bunge la Taifa Moses Wetang'ula anawahimiza serikali za wilaya kuunga mkono jitihada za serikali ya kuwafanya Wakenya wajiandikishe kwa SHA.
3751,Governance,"Former Deputy President Rigathi Gachagua visits Butula, Busia County, where he urges Western Kenya to rally behind George Natembeya, Cleophas Malala, and Eugene Wamalwa, saying the three should be at the national decision-making table helping form the next government.","oyokabeire omokonyi bwomorai bwense Rigathi Gachagwa natarerete Butula ime yekaunti ya Busia ase arwete okoboria gochia ase abamenyi ba Boluhyia kobwatesia George Natembeya, Cleophas Malala and Eugene Wamalwa nagoteba ng'a abwo batato mbabwenerete gotokanase emesa ekero amang'ana yense  agokwanwa nagokonya ase okorosia eserekari egocha.",,"Former Deputy President Rigathi Gachagua visits Butula, Busia County, where he urges Western Kenya to rally behind George Natembeya, Cleophas Malala, and Eugene Wamalwa, saying the three should be at the national decision-making table helping form the next government.","oyokabeire omokonyi bwomorai bwense Rigathi Gachagwa natarerete Butula ime yekaunti ya Busia ase arwete okoboria gochia ase abamenyi ba Boluhyia kobwatesia George Natembeya, Cleophas Malala and Eugene Wamalwa nagoteba ng'a abwo batato mbabwenerete gotokanase emesa ekero amang'ana yense agokwanwa nagokonya ase okorosia eserekari egocha.",0.795252226,"Rais wa zamani Rigathi Gachagua anatembelea Butula, Kaunti ya Busia, ambapo anawahimiza Magharibi mwa Kenya kujiunga na George Natembeya, Cleophas Malala, na Eugene Wamalwa, akisema kwamba watatu hao wanapaswa kuwa kwenye meza ya kitaifa ya kufanya maamuzi na kusaidia kuunda serikali inayofuata."
3752,Governance,"The county government of Nyandarua urges farmers to undertake soil testing, following the signing of a Memorandum of Understanding with the Cereal Growers Association.",Eserekari yekaunti ya Nyandarua yarure okoboria gochia ase abaremi ase ensemo eyuo koenekia ng'a koira bare amaroba ase okoringorigwa bene nyuma yokorika amaigwano gati yabo nekeombe ekenene getenenerete chinyeke ime yense.,,"The county government of Nyandarua urges farmers to undertake soil testing, following the signing of a Memorandum of Understanding with the Cereal Growers Association.",Eserekari yekaunti ya Nyandarua yarure okoboria gochia ase abaremi ase ensemo eyuo koenekia ng'a koira bare amaroba ase okoringorigwa bene nyuma yokorika amaigwano gati yabo nekeombe ekenene getenenerete chinyeke ime yense.,0.748878924,"Serikali ya kaunti ya Nyandarua inawaalika wakulima kufanya upimaji wa udongo, kufuatia saini ya Memorandum of Understanding na Chama cha Wafugaji wa Mazao."
3753,Governance,Busia women rep urges the government to implement the county Revenue Bill.,omobunge omochore ase ekaunti ya Busia orure okoboria gochia ase  eserekari yekaunti eyuo goikerania ebirenga biebango ase ekaunti eyuo.,,Busia women rep urges the government to implement the county Revenue Bill.,omobunge omochore ase ekaunti ya Busia orure okoboria gochia ase eserekari yekaunti eyuo goikerania ebirenga biebango ase ekaunti eyuo.,0.548148148,Busia wanawake mwakilishi anahimiza serikali kutekeleza wilaya ya Mapato Bill.
3754,Governance,A resident urges Taita Taveta County Government to impose high taxes on Muguka.,omomenyi oyomo korwa ase ekaunti ya Taveta orure okoboria gochia ase eserekari eyuo kobeka ebango enene ase emerongi gose mogoka.,,A resident urges Taita Taveta County Government to impose high taxes on Muguka.,omomenyi oyomo korwa ase ekaunti ya Taveta orure okoboria gochia ase eserekari eyuo kobeka ebango enene ase emerongi gose mogoka.,0.612403101,Mkaaji mmoja anawahimiza Serikali ya Wilaya ya Taita Taveta kuwekeza kodi kubwa kwa Muguka.
3755,Governance,Kakamega MCAs urges farmers to stop using the subsidized fertilizer from the County Government for being sub-standard @KhendoBreaking,Amabunge ase eserekari yekaunti ya kakamega barure okoboria gochia ase abaremi gotagora amoyo aria yeserekari akeirie amagori asengecho nigo atabwati obotobu boisaine. nakoba ayebirengo bianse.,,Kakamega MCAs urges farmers to stop using the subsidized fertilizer from the County Government for being sub-standard @KhendoBreaking,Amabunge ase eserekari yekaunti ya kakamega barure okoboria gochia ase abaremi gotagora amoyo aria yeserekari akeirie amagori asengecho nigo atabwati obotobu boisaine. nakoba ayebirengo bianse.,0.689119171,Makampuni ya Kikundi cha Wakamega yanawahimiza wakulima kuacha kutumia mbolea za serikali za wilaya kwa sababu ni za chini ya kiwango @KhendoBreaking
3756,Governance,County Funds Delay Lingers: Kakamega governor Fernandes Barasa urges the National government to release funds owed to counties with immediate effect,Okonyorwa gwechibesa ime yechikaunti nigo kogendererete: omogabana bw'ekaunti ya kakamega Fernando's Barasa orure okoboria gochia ase eserekari enene kobwatoka chibesa chiechikaunti bwango buna ekomesa,,County Funds Delay Lingers: Kakamega governor Fernandes Barasa urges the National government to release funds owed to counties with immediate effect,Okonyorwa gwechibesa ime yechikaunti nigo kogendererete: omogabana bw'ekaunti ya kakamega Fernando's Barasa orure okoboria gochia ase eserekari enene kobwatoka chibesa chiechikaunti bwango buna ekomesa,0.736318408,Fedha za Kaunti Zimechelewa: Gavana wa Kakamega Fernandes Barasa anaitaka serikali ya taifa kuachilia fedha zinazostahili kaunti kwa ufanisi wa haraka
3757,Governance,"Mental health boost in Kenya: 32 counselors graduate in Thika to tackle depression, trauma, and substance abuse. Africana College Director Dr. Susan Gitau urges government to fund county-level counseling centers to expand access to lifesaving psychosocial support.","Ogosegetwa okonene ase amarwaire yobongo: Abasemia bo'bongo 32 babete bagosoka bene korwa esukuru ya thika erio gokonya ase ebirengererio ebinge, emechando yogosiria amo na nayande abwetekaine  obongo.",,"Mental health boost in Kenya: 32 counselors graduate in Thika to tackle depression, trauma, and substance abuse. Africana College Director Dr. Susan Gitau urges government to fund county-level counseling centers to expand access to lifesaving psychosocial support.","Ogosegetwa okonene ase amarwaire yobongo: Abasemia bo'bongo 32 babete bagosoka bene korwa esukuru ya thika erio gokonya ase ebirengererio ebinge, emechando yogosiria amo na nayande abwetekaine obongo.",1.32,"Kuongeza afya ya akili nchini Kenya: Washauri 32 wahitimu huko Thika ili kukabiliana na mshuko wa moyo, majeraha, na matumizi mabaya ya dawa. Mkurugenzi wa Chuo cha Africana Dakt. Susan Gitau anawahimiza serikali kuwekeza katika vituo vya ushauri wa wilaya ili kupanua upatikanaji wa msaada wa kisaikolojia wa kuokoa maisha."
3758,Governance,"By 24 days ago Ruto: ODM will form or be in the next Government President Ruto says ODM will form or join the next government in 2027, warns of action against individuals attempting to create divisions within the Party.",nyuma yamatuko 24 Ruto: Ekiama gia odm kerosene eserekari gosekebe ime yeserekari omonene bwense Ruto otebire nabo ODM erarosie gose esoe ime yeserekari omwaka 2027. Nakorwa okoboria baria bakoreta ogoatananekana ime.yekiama koimokerigwa egetambokero ase ogotema korenta ogoatananeka.,,"By 24 days ago Ruto: ODM will form or be in the next Government President Ruto says ODM will form or join the next government in 2027, warns of action against individuals attempting to create divisions within the Party.",nyuma yamatuko 24 Ruto: Ekiama gia odm kerosene eserekari gosekebe ime yeserekari omonene bwense Ruto otebire nabo ODM erarosie gose esoe ime yeserekari omwaka 2027. Nakorwa okoboria baria bakoreta ogoatananekana ime.yekiama koimokerigwa egetambokero ase ogotema korenta ogoatananeka.,0.771126761,"Siku 24 zilizopita Ruto: ODM itaunda au kuwa katika Serikali ijayo Rais Ruto anasema ODM itaunda au kujiunga na serikali ijayo mnamo 2027, anaonya juu ya hatua dhidi ya watu wanaojaribu kuunda migawanyiko ndani ya Chama."
3759,Governance,"By 1 month ago Doctors to join their striking Kiambu colleagues starting Wednesday KMPDU urges President Ruto to dissolve county government, accuse Governor Wamatangi of neglect and impunity; threatens demos from Wednesday next week.","nyuma yomotienyi oyomo ekeombe kiabanyagetari gia KMPDU Kiarure okoboria ase abanyagetari bonsi kobwatesia abamwabo abwo bare ase omogiro bwemeremo ime yekaunti yakiambu gochaka chumatano. KMPDU kiarure okoboria gochia ase omorainbwense kobuna nagotutera are ekaunti eyuo ya kiambu. naboigo bamochirie omogabana wamatangi ase ogotasika richiko, amo nobosiereria nakogosereria gochia gochaka okorobekana gochaka omokubio ogocha chumatano.",,"By 1 month ago Doctors to join their striking Kiambu colleagues starting Wednesday KMPDU urges President Ruto to dissolve county government, accuse Governor Wamatangi of neglect and impunity; threatens demos from Wednesday next week.","nyuma yomotienyi oyomo ekeombe kiabanyagetari gia KMPDU Kiarure okoboria ase abanyagetari bonsi kobwatesia abamwabo abwo bare ase omogiro bwemeremo ime yekaunti yakiambu gochaka chumatano. KMPDU kiarure okoboria gochia ase omorainbwense kobuna nagotutera are ekaunti eyuo ya kiambu. naboigo bamochirie omogabana wamatangi ase ogotasika richiko, amo nobosiereria nakogosereria gochia gochaka okorobekana gochaka omokubio ogocha chumatano.",0.533180778,"Miezi 1 iliyopita Madaktari kujiunga na wenzake wa Kiambu kuanza Jumatano KMPDU inamhimiza Rais Ruto kufuta serikali ya kaunti, kumshtaki Gavana Wamatangi kwa kutojali na kutokuwa na adhabu; inatishia maonyesho kutoka Jumatano wiki ijayo."
3760,Governance,"By 1 month ago Premium New push for universal social security policy Push for a transformative universal social security policy in Kenya, advocating for a system that provides retirement benefits to all citizens, including the vast informal sector.","Nyuma yomotienyi oyomo oetire okonacha kwoborendi ase obogotu nakorwa ogosegeta ase amaonchoreria abene ase omoroberio bwabagotu,  Nagosegeta amaonchoreria abene ayuo araenekie ekwirikia ase bonsi ase omoroberio bwabagotu nonya mbaria batari ase emwremo yeserekari korikigwa bene.",,"By 1 month ago Premium New push for universal social security policy Push for a transformative universal social security policy in Kenya, advocating for a system that provides retirement benefits to all citizens, including the vast informal sector.","Nyuma yomotienyi oyomo oetire okonacha kwoborendi ase obogotu nakorwa ogosegeta ase amaonchoreria abene ase omoroberio bwabagotu, Nagosegeta amaonchoreria abene ayuo araenekie ekwirikia ase bonsi ase omoroberio bwabagotu nonya mbaria batari ase emwremo yeserekari korikigwa bene.",0.888888889,"Hadi mwezi mmoja uliopita Premium Mpya push kwa sera ya usalama wa kijamii ya kimataifa Push kwa sera ya mabadiliko ya kimataifa ya usalama wa kijamii nchini Kenya, akiunga mkono mfumo ambao hutoa faida za kustaafu kwa raia wote, ikiwa ni pamoja na sekta kubwa isiyo rasmi."
