PSA_ID,Domain,English,English_sw
EDU_01919,Education,HELB announces distribution of school laptops under the digital literacy programme to schools in Narok County this June.,
EDU_01920,Education,TVET advises students in Wajir County to collect materials from the county education office to access textbooks and learning materials.,
EDU_01921,Education,Notice: KUCCPS opens applications for textbooks and learning materials for learners in Mombasa County.,
EDU_01922,Education,TSC announces distribution of free digital learning content to schools in Nandi County this May.,
EDU_01923,Education,Ministry of Education advises students in Busia County to register early to secure allocation to access scholarships for needy students.,
EDU_01924,Education,Notice: State Department for TVET opens applications for revision guides for learners in Busia County.,
EDU_01925,Education,State Department for TVET reminds needy students in West Pokot County that scholarships for needy students applications close soon.,
EDU_01926,Education,IEBC announces distribution of school laptops under the digital literacy programme to schools in Kericho County this March.,
EDU_01927,Education,Teachers Service Commission advises students in Bungoma County to register early to secure allocation to access textbooks and learning materials.,
EDU_01928,Education,Kenya Institute of Curriculum Development reminds needy students in Homa Bay County that revision guides applications close soon.,
EDU_01929,Education,State Department for TVET announces distribution of revision guides to schools in Kirinyaga County this May.,
EDU_01930,Education,State Department for Basic Education announces distribution of free digital learning content to schools in Tharaka-Nithi County this March.,
EDU_01931,Education,TSC announces distribution of free digital learning content to schools in Garissa County this April.,
EDU_01932,Education,Notice: KUCCPS opens applications for scholarships for needy students for learners in Embu County.,
EDU_01933,Education,KMTC reminds needy students in Kericho County that textbooks and learning materials applications close soon.,
EDU_01934,Education,Notice: KUCCPS opens applications for free digital learning content for learners in Kericho County.,
EDU_01935,Education,KUCCPS advises students in Nairobi County to collect materials from the county education office to access scholarships for needy students.,
EDU_01936,Education,State Department for TVET advises students in Laikipia County to apply through the online scholarship portal to access textbooks and learning materials.,
EDU_01937,Education,KUCCPS announces distribution of scholarships for needy students to schools in Murang'a County this April.,
EDU_01938,Education,HELB advises students in Kericho County to apply through the online scholarship portal to access school laptops under the digital literacy programme.,
EDU_01939,Education,Kenya Institute of Curriculum Development reminds needy students in Samburu County that scholarships for needy students applications close soon.,
EDU_01940,Education,TVET advises students in Nairobi County to register early to secure allocation to access revision guides.,
EDU_01941,Education,KICD reminds needy students in Nyamira County that school laptops under the digital literacy programme applications close soon.,
EDU_01942,Education,KNEC reminds needy students in Tana River County that school laptops under the digital literacy programme applications close soon.,
EDU_01943,Education,KMTC reminds needy students in Mandera County that free digital learning content applications close soon.,
